stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,0,0,1,0,10,2
72hpf,0.28,0,0,0.56,2.54,0.85
21Day,1.48,1.11,1.11,0.74,1.11,2.59
