stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0,0.28,0,0,0.28,8.74,0,0.28,0.28
21Day,0.74,1.11,0,0,0,5.55,0,0.37,0.37
3Month,0.73,8.32,3.74,0.52,0.42,0.21,0.42,0.31,0.31
22Month,0.68,4.24,0.68,0.41,0,0.14,0.27,0.82,0.14
