stage,Epithelial,Germ,Neuron,Stromal
24hpf,0,0,3,0
72hpf,0.28,0,1.13,0.28
21Day,0.37,0,0,0.37
3Month,0.42,0.31,0,0
22Month,0.41,0,0.14,0
