stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,5,0,2
72hpf,0,0,0.28,1.41,0.28,0.85
21Day,0,0,0,0.37,0,0
3Month,0.1,0.1,0.1,0,0,0
