stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,1.13,0.28,0,0,0,4.23,0,0
21Day,0.74,0,0,0.37,0.37,5.18,0.37,0.74
3Month,0.31,0,0.42,0.21,0,0,0,0.1
