stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,1,0,2,0,6,1,0,0
72hpf,0,1.69,0,0.28,0.56,7.33,0,0,2.54
21Day,0,0.74,1.11,1.48,0,2.59,0,0.37,0.37
3Month,0.1,3.85,14.77,1.35,2.08,0.1,0,0,0.83
22Month,0.82,8.06,20.22,1.91,0,0.41,0.41,0,1.64
