stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0.28,0,0,0,0,0,0,0,0
21Day,13.69,0.37,0,2.96,0,0.37,0,0.37,1.11
3Month,9.99,0.21,0.52,2.29,0.52,0.31,0,0.1,0
22Month,7.93,0.14,0,1.5,0,0.14,0.14,0,0.14
