stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
72hpf,0,0,0,0,0.56,0,0.56
21Day,0.37,0,0,0,0,0,0.37
3Month,0,0,0.21,0.1,0,0,0
22Month,0.27,0.14,0.14,0,0,0.14,0.14
