stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,4,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,0,0,0,2.25,0,29.59
21Day,0,2.22,1.48,0,1.11,1.48,4.81,1.48,108.04
3Month,0,2.81,0,0.42,0.73,0.1,0.21,0.1,15.5
22Month,0,1.5,0,0,0.14,0,0,0,3.01
