stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,0,0,0,4
72hpf,0.28,5.92,0,0,0,0.28,0.85,0,7.33
21Day,0,3.7,0.74,0,0,3.33,2.59,0.37,3.7
3Month,0.1,0.94,0,0.94,0.1,0.31,0,0,0.21
22Month,0,1.09,0,0.27,0,0.14,0,0,0.27
