stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,2,1
72hpf,0,0,0,0,0,1.41,0.85
21Day,0,0.37,0,0,0.37,1.48,0.74
3Month,0,1.46,0.73,0.21,0,0,0.1
22Month,0.14,1.09,0,0,0,0,0.14
