stage,Endothelial,Epithelial,Erythroid,Immune,Neuron,Secretory
24hpf,0,1,0,0,0,0
72hpf,0,0.56,0.28,0,0.56,0
21Day,0.37,0.37,0,0.37,0.37,0.37
3Month,0,0.94,0,0.1,0,0.1
22Month,0,0.14,0,0.27,0,0
