stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Stromal
72hpf,0,0,0,0,1.69,0.28
21Day,0.37,0,0,0,0,0.37
3Month,0,0.31,0.21,0.1,0,0
22Month,0,0.41,0,0,0,0
