stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,1,0,0,1,0,4,0
72hpf,0.56,0,0,0,0,2.25,1.13
21Day,1.11,0,0,0,1.11,0.74,1.11
3Month,4.06,0.1,6.14,0.94,0.21,0.31,0.31
22Month,1.09,0,0.27,0,0,0.27,0.14
