stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,1,10,0,0
72hpf,0,1.41,0,0,0,14.09,0.28,0.28
21Day,0.37,1.11,0.37,0,0,4.81,0,0
22Month,0,0.27,0,0.14,0,0,0,0
