stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,2,0,0,0
72hpf,0.28,0,0,0.28,12.4,0,0.56,0
21Day,0.37,0,0,0.37,1.85,0,0.37,0.37
3Month,0.62,0.31,0.1,0,0,0,2.29,0.1
22Month,0.68,0,0.14,0.14,0,0.27,1.09,0
