stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0.85,0,0,0,0,0,0,0
21Day,3.33,0,1.48,0,0.37,0,0.37,1.48
3Month,2.7,0,1.04,0.1,0,0.1,0.1,0.1
22Month,0.55,0.14,0,0.14,0,0,0,0
