stage,Epithelial,Immune,Neuron,Other,Stromal
24hpf,0,0,1,0,0
21Day,1.85,1.85,0.37,0,0.74
3Month,0.42,0.21,0,0,0
22Month,1.91,0.55,0.14,0.14,0
