stage,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,1,0,0,10,0
72hpf,0.28,0,0,6.2,0.28
21Day,0.37,0.74,0,5.92,1.11
3Month,0.21,0.1,0.1,0,0
22Month,0.27,0.27,0,0,0.14
