stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,2,0,0,0
72hpf,0.56,0.56,0,0.56,0.56,34.39,0,0,1.13
21Day,0.74,1.11,0,0,0.74,22.57,0,0,1.85
3Month,1.46,0,14.98,0.52,0.21,1.35,0,0.1,0.62
22Month,2.05,0.14,0.14,0.55,0.14,1.37,0.68,0,0.41
