stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
21Day,0,1.48,0,0,0,0,0,0.37
3Month,0.1,39.21,0.1,0.83,0.1,0.1,0.62,0.31
22Month,0,8.61,0,0.14,0,0,0,0
