stage,Epithelial,Germ,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,2,0,0
72hpf,4.79,0,0.28,2.54,0.28,0
21Day,6.29,0,0,0.37,0,0
3Month,0.62,0,0,0,0,0
22Month,0.27,0.14,0,0,0,0.14
