stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,0,0,1,0,0
72hpf,0,0,0,0,4.23,0,0.28
21Day,0.37,0.74,0,0,3.7,0,0.37
3Month,0.62,0,0.1,0.1,0,0,0
22Month,4.78,0,0,1.23,0,0.41,0.82
