stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,4,0,0,10,0,0,0
72hpf,0,0,0,0.28,0,0,0
21Day,0,0,0,0.37,0,0,0.37
3Month,0.42,1.56,0.1,0,0,0.1,0.1
22Month,2.05,0.41,0.14,0.14,0.41,0,0.14
