stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,3,0,1,1,21,6
72hpf,0.56,0,0,0.28,0.28,4.23,3.1
21Day,0,0.74,0.74,0.37,0,0.74,1.11
3Month,0,1.14,15.81,0.42,0.1,0.1,0
