stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
72hpf,0.28,0,0,0,0,0.28,0.28
21Day,1.11,0.37,0,0,0,0,0.37
3Month,1.77,0,0.21,0.31,0.1,0,0.1
22Month,4.92,0,0,0.41,0,0,0.41
