stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,1,0,0,0,0,0,0,0
72hpf,1.13,0,0,0.28,3.66,0,0,0.28
21Day,1.48,0,0,0.37,1.11,0,0.74,0.37
3Month,0.52,1.56,0.1,0,0,0,0,0
22Month,1.5,0.41,0.27,0.14,0.68,0.27,0,0.14
