stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,1,1,0,0,0
72hpf,0.28,0,0,0.56,0,0,0
21Day,0.74,0,1.11,0.37,0,0.37,0.37
3Month,0.73,0.62,0.52,0.1,0,0.1,0.1
22Month,1.64,0.14,0.55,0.14,0.14,0.14,0
