stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,9,0,0,10,0,7,0,0,2
72hpf,0,30.16,1.13,0,7.33,0.85,17.47,1.13,0.56,2.25
21Day,0.37,33.3,12.95,0,146.88,4.44,22.2,0,3.7,11.1
3Month,1.46,76.35,1.87,20.8,169.24,2.5,1.56,0.31,2.81,10.3
22Month,2.32,102.35,1.91,9.84,108.64,0.96,3.55,2.73,1.91,2.87
