stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,3,0,0,0,0,0,3,0
72hpf,0.28,0,0,0,0,0.85,0.28,0
21Day,5.92,0.37,0.74,0.74,0.37,1.11,0,0
3Month,1.87,0,1.77,0.21,0.21,0.1,0,0.1
22Month,0.27,0,0.82,0,0,0,0,0
