stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,0,14,1
72hpf,0,1.41,0.28,0,0.28,0,3.66,2.25
21Day,0.37,1.48,0.37,0,0.37,0.37,0.74,1.85
3Month,0,0.83,0,1.04,0.1,0,0,0
22Month,0.14,0.55,0,0,0.14,0,0,0
