stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,1,0,0
72hpf,0,0.28,0,0,0,0.28,0,0.56
21Day,0,0,0,0.37,0,0.37,0,0.37
3Month,0,1.25,0.1,0.31,0.1,0.21,0,0.42
22Month,0.14,7.52,0.14,1.09,0.27,0,0.27,0.55
