stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,5,0,0,0
72hpf,0.56,0,0.28,0,0.28,7.33,0.85,0,1.69
21Day,2.59,0.37,0,0.74,0.37,1.11,0,0,2.96
3Month,0.52,0,2.39,0,0,0.1,0,0.1,0
