stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0.56,0,0,0,0.56,0,0.28,0.85
21Day,5.92,0,0.37,0,1.48,0,0,0.74
3Month,13.11,0.62,0.73,0.1,0.1,0,0.21,0.31
22Month,38.54,3.83,0.82,0.27,0.55,0.14,0.68,0.55
