stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,36,268,7,0,102,14,2829,9,3,383
72hpf,12.4,166.29,16.07,2.82,15.22,21.7,658.4,7.05,9.3,195.32
21Day,7.77,164.64,173.52,9.25,116.55,77.7,263.06,0.37,18.5,301.17
3Month,3.85,169.13,8.32,906.92,119.41,15.91,8.53,0.73,9.36,22.16
22Month,2.6,159.61,7.93,98.8,143.35,2.87,7.93,4.78,2.46,14.89
