stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,4,0,3,1,0,0
72hpf,1.41,1.97,0,0,0,8.46,0,0,0.56
21Day,4.44,0.74,0,0,0,5.55,0,0,3.33
3Month,21.22,0,1.66,1.56,0.21,4.89,0,0.52,2.91
22Month,19.54,0,3.96,1.5,0,0.96,0,0.27,1.64
