stage,Epithelial,Germ,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,23,0,0,0
72hpf,0,0,14.66,0.85,0,1.13
21Day,1.48,0,9.99,1.85,0.37,2.96
3Month,0.21,0.73,1.35,0,0.1,0
