stage,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,2,0
72hpf,0.28,0,0,2.25,0.28
21Day,0.37,0,0,3.33,0
3Month,0,0.1,0.1,0,0
22Month,0.14,0.14,0.14,0,0
