stage,Endothelial,Epithelial,Germ,Immune,Neuron,Secretory
24hpf,0,1,0,0,0,0
21Day,0,0.37,0,0,0.37,0.37
3Month,0.1,2.6,1.35,0.1,0,0
22Month,0,2.87,0.27,0,0,0
