stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,1,0,1,0,0
72hpf,2.25,0,0,0,0.28,0.56,0,0.56
21Day,5.55,0.37,0,0.37,0,0,0.37,0
3Month,5.72,0.1,0.21,1.35,0.21,0,0,0.21
22Month,4.78,0,0.27,0.68,0.27,0,0,0.27
