stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,1,0,0
72hpf,0.28,0,0,0,0.28,5.92,0,0.28
21Day,0,0,0,0,0.37,5.92,0,0
3Month,0,0.62,0.1,0,0,0,0,0
22Month,0,2.19,0,0.14,0,0.14,0.14,0
