stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,0,0,1,1,0
72hpf,4.51,0.28,0,0,2.82,0,0.28
21Day,4.81,0,0,0,10.36,0,1.11
3Month,0.52,0,0.21,0.1,5.41,0,0
22Month,0.82,0,0,0,9.16,0,0.41
