stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,9,104,3,0,29,24,743,218,112
72hpf,0,11.27,0.28,0,0,0,2.25,0.56,0.28
21Day,0,0.37,0,0,0,0,0,0,0.37
3Month,0,0.62,0,0.62,0.83,0.1,0,0,5.62
22Month,0,1.09,0,0.96,0,0,0.14,0,1.64
