stage,Epithelial,Immune,Neuron,Other,Stromal
24hpf,0,0,12,1,0
72hpf,1.13,0.28,2.82,0.28,0.85
21Day,0.37,0,1.11,0,1.48
3Month,0.62,0.31,0,0,0.1
