stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,19,149,7,0,72,37,899,7,3,163
72hpf,7.05,173.05,26.49,1.13,16.63,38.9,859.35,10.15,7.89,160.65
21Day,5.55,259.36,103.6,5.92,86.21,67.34,311.53,0.37,25.53,189.8
3Month,6.76,458.4,4.47,216.77,123.78,25.07,14.04,0.62,14.25,57.73
22Month,7.65,412.68,7.52,25.14,156.74,7.79,11.89,21.45,7.38,37.44
