stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,1,0,0,0,0,2,1,0
72hpf,0,0,0,0,0,0,0.85,0,0.28
21Day,0,2.22,0,0.37,0,0.37,0,0,0
3Month,0,16.75,0.1,5.93,0.73,0.1,0,0.21,0.52
22Month,0.27,7.93,0,1.09,0.82,0,0.41,0.41,0.27
