stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,1,0,0,0,0,0,0,0
72hpf,0.56,0.85,0,0,0,0.56,0,0.28
21Day,1.85,0.37,0,0.37,0,0,0,0
3Month,1.98,0,0.1,1.66,0.42,0.1,0,0.31
22Month,2.05,0,0,0.82,0,0.41,0.41,0.27
