stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,2,3,0,0,1,30,6
72hpf,0.28,0.56,0,0,0.56,3.38,1.97
21Day,0,0,0.37,0,1.11,0.37,7.77
3Month,0,0.21,0,0.1,0,0,0
22Month,0,0.68,0,0,0,0,0.14
