stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
21Day,2.59,0,0,0,0,0,0
3Month,26.73,0.21,1.46,0,0.1,0.1,0.1
22Month,3.28,0,0.68,0.14,0,0.14,0.27
