stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,1,0,0,0,0
72hpf,0,0,0,0,0.28,0,0,0
21Day,0,0,0,1.11,0,0,0.37,0
3Month,3.64,0.1,0.1,2.29,0,0,0.1,0.21
22Month,13.94,0,0.27,1.23,0,0.41,0,0
