stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,14,2,1
72hpf,0,1.13,0.56,0,0,4.79,0.85,0.85
21Day,0,1.11,0,0,0,1.85,2.22,0.37
3Month,0.1,17.16,0,1.66,0.62,0.1,4.89,0.21
22Month,0.27,1.64,0,0.41,0.14,0,1.37,0
