stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,1,2,0,0,1,0,20,0,0,3
72hpf,0.28,15.22,0,0,0.56,0.28,23.68,0,0.28,2.25
21Day,0.37,195.35,8.14,0.37,7.4,2.22,28.12,0.37,12.58,8.88
3Month,3.43,1182.26,4.78,15.39,43.17,7.59,18.2,0.42,15.91,14.67
22Month,2.73,975.4,1.37,2.05,20.63,2.05,10.39,4.24,8.88,6.7
