stage,Epithelial,Erythroid,Immune,Neuron,Secretory,Stromal
72hpf,0,0,0.28,1.69,0,0.28
21Day,1.48,0.37,20.72,1.48,0.74,0
22Month,0.14,0,1.37,0.14,0,0.14
