stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,0,0,1
21Day,0,19.98,1.85,0,0.74,0.37,3.7,2.59
3Month,0.52,20.8,0.1,1.77,3.74,0.42,0.31,1.87
22Month,0.27,0.82,0,1.5,0.14,0.14,0,0
