stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4,3,0,0,0,1,0,1
72hpf,1.69,0.56,0,0,0,0.28,0,0.56
21Day,0.74,0,0,0.74,0.74,1.48,0.37,0
3Month,2.5,0.73,0.42,0.83,2.29,0.1,0.21,0.42
22Month,2.32,2.05,0,1.78,0.41,0.27,0,0.41
