stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,1,0,0,0,0,10,0,2
72hpf,0,0.85,0,0,0,0.56,31.29,0,2.25
21Day,0,1.11,0.74,0,0,1.85,8.88,0,2.22
3Month,0.1,2.08,0,1.04,0.42,0.1,0.21,0,0.31
22Month,0,0.96,0,0.14,0.82,0.14,0.27,0.14,0.41
