stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,0,1,0,1
72hpf,0,2.54,0.85,0,0.28,0,40.59,0.28,1.69
21Day,0.37,1.11,0.37,0,0.37,1.48,14.06,0.74,3.7
3Month,0.1,1.14,0,2.91,0.21,0.21,0,0,0.94
22Month,0,0.96,0,0.41,0.41,0,0.14,0,0
