stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,1,1,19,0,0,5
72hpf,1.69,0.56,0,0.85,0.56,86.81,0,0,6.76
21Day,1.85,0.74,0,4.44,0.37,6.29,0,0,0
3Month,4.58,0,40.15,1.77,0.21,0.31,0.21,2.5,0.31
22Month,5.74,0,4.1,1.91,0,0.96,0.14,2.05,0.27
