stage,Epithelial,Erythroid,Immune,Neuron,Stromal
24hpf,0,0,0,2,0
72hpf,0,0,0,1.13,0.56
21Day,0,0.37,1.48,0,0.37
3Month,0.1,0,0.1,0,0
