stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,1,2,1,0,0,0,11,1
72hpf,0,0.56,0.56,0,0,0.28,1.97,0.85
21Day,0,1.11,0.74,0,0.37,1.85,0,1.48
3Month,0.21,0.94,0,1.35,0.1,0,0,0.42
22Month,0.14,0,0,0,0.41,0,0,0.41
