stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,3,0,0,1
72hpf,0,0.56,0,0,0,0.28,0,0,0.28
21Day,0,0,0,0,0,0.74,0,0.37,0
3Month,0.21,32.87,0.1,11.86,1.66,1.14,0.1,0.42,2.08
22Month,0,8.61,0,0.41,0.41,0.68,0.41,0,0.41
