stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,1,0,5,0,3
72hpf,0.28,1.69,0,0,1.13,20.01,1.13,2.25
21Day,0,6.66,0,0,1.85,8.51,1.48,4.07
3Month,0.1,2.7,6.14,0.31,1.35,1.98,4.26,0.83
22Month,0,0.96,3.14,0.14,0.27,1.09,2.73,0.55
