stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,2,1,0,0,0,1,0,0,1
72hpf,0.28,0.28,0,0,0.28,0.56,0,0,3.38
21Day,0,0,0.37,0,0.37,0,0,1.11,5.92
3Month,0.1,4.58,0.1,0.83,1.98,0,0,0.21,1.25
22Month,0.41,18.58,0.14,2.19,0.82,1.5,0.68,0.41,2.32
