stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
72hpf,0.56,0,0.28,0,0.28,0.28,0
21Day,2.59,0.37,3.7,2.59,1.11,1.11,0.37
3Month,0.31,0,3.12,0.1,0,0,0
22Month,1.23,0.14,3.14,0.14,0,0.14,0.14
